Date,Product ID,Units Sold,Price,Revenue,Store ID,Stock Level,Restock_Date,Warehouse/Store ID,AvgPrice,Cost,price_elasticity,elasticity_class
2023-02-15,P0009,191,58.59,11190.69,S002,3455,05-02-2022,S002,56.76176470588235,23.66,0.30176280081228457,Low Elasticity
2023-02-16,P0009,24,32.44,778.56,S003,1189,31-01-2022,S003,56.76176470588235,32.01,0.30176280081228457,Low Elasticity
2023-02-17,P0009,24,32.44,778.56,S003,1391,01-02-2022,S003,56.76176470588235,23.58,0.30176280081228457,Low Elasticity
2023-02-18,P0009,24,32.44,778.56,S003,1972,02-02-2022,S003,56.76176470588235,39.11,0.30176280081228457,Low Elasticity
2023-02-19,P0009,24,32.44,778.56,S003,2663,03-02-2022,S003,56.76176470588235,29.08,0.30176280081228457,Low Elasticity
2023-02-20,P0009,24,32.44,778.56,S003,4348,04-02-2022,S003,56.76176470588235,29.11,0.30176280081228457,Low Elasticity
2023-02-21,P0009,24,32.44,778.56,S003,1833,05-02-2022,S003,56.76176470588235,31.56,0.30176280081228457,Low Elasticity
2023-02-22,P0009,24,32.44,778.56,S003,4118,06-02-2022,S003,56.76176470588235,36.14,0.30176280081228457,Low Elasticity
2023-02-23,P0009,24,32.44,778.56,S003,3808,07-02-2022,S003,56.76176470588235,38.14,0.30176280081228457,Low Elasticity
2023-02-24,P0009,24,32.44,778.56,S003,3993,08-02-2022,S003,56.76176470588235,31.26,0.30176280081228457,Low Elasticity
2023-02-25,P0009,24,32.44,778.56,S003,2353,09-02-2022,S003,56.76176470588235,37.59,0.30176280081228457,Low Elasticity
2023-02-26,P0009,250,88.74,22185.0,S004,1868,09-02-2022,S004,56.76176470588235,32.35,0.30176280081228457,Low Elasticity
2023-02-27,P0009,250,88.74,22185.0,S004,2155,08-02-2022,S004,56.76176470588235,37.38,0.30176280081228457,Low Elasticity
2023-02-28,P0009,186,48.29,8981.94,S004,3049,03-02-2022,S004,56.76176470588235,26.04,0.30176280081228457,Low Elasticity
2023-03-01,P0009,250,88.74,22185.0,S004,4440,07-02-2022,S004,56.76176470588235,28.53,0.30176280081228457,Low Elasticity
2023-03-02,P0009,250,88.74,22185.0,S004,2077,05-02-2022,S004,56.76176470588235,38.1,0.30176280081228457,Low Elasticity
2023-03-03,P0009,250,88.74,22185.0,S004,3205,04-02-2022,S004,56.76176470588235,26.51,0.30176280081228457,Low Elasticity
2023-03-04,P0009,250,88.74,22185.0,S004,3049,03-02-2022,S004,56.76176470588235,26.04,0.30176280081228457,Low Elasticity
2023-03-05,P0009,250,88.74,22185.0,S004,2495,02-02-2022,S004,56.76176470588235,28.83,0.30176280081228457,Low Elasticity
2023-03-06,P0009,250,88.74,22185.0,S004,4645,01-02-2022,S004,56.76176470588235,23.4,0.30176280081228457,Low Elasticity
2023-03-07,P0009,250,88.74,22185.0,S004,3363,31-01-2022,S004,56.76176470588235,23.97,0.30176280081228457,Low Elasticity
2023-03-08,P0009,191,58.59,11190.69,S002,1639,04-02-2022,S002,56.76176470588235,28.68,0.30176280081228457,Low Elasticity
2023-03-09,P0009,191,58.59,11190.69,S002,4397,03-02-2022,S002,56.76176470588235,29.85,0.30176280081228457,Low Elasticity
2023-03-10,P0009,191,58.59,11190.69,S002,2051,02-02-2022,S002,56.76176470588235,37.89,0.30176280081228457,Low Elasticity
2023-03-11,P0009,191,58.59,11190.69,S002,3235,01-02-2022,S002,56.76176470588235,22.82,0.30176280081228457,Low Elasticity
2023-03-12,P0009,191,58.59,11190.69,S002,2215,31-01-2022,S002,56.76176470588235,32.79,0.30176280081228457,Low Elasticity
2023-03-13,P0009,186,48.29,8981.94,S004,3363,31-01-2022,S004,56.76176470588235,23.97,0.30176280081228457,Low Elasticity
2023-03-14,P0009,186,48.29,8981.94,S004,4645,01-02-2022,S004,56.76176470588235,23.4,0.30176280081228457,Low Elasticity
2023-03-15,P0009,250,88.74,22185.0,S004,2785,06-02-2022,S004,56.76176470588235,25.88,0.30176280081228457,Low Elasticity
2023-03-16,P0009,177,70.69,12512.13,S005,1001,02-02-2022,S005,56.76176470588235,27.58,0.30176280081228457,Low Elasticity
2023-03-17,P0009,147,21.5,3160.5,S005,2585,31-01-2022,S005,56.76176470588235,37.81,0.30176280081228457,Low Elasticity
2023-03-18,P0009,100,96.96,9696.0,S002,4993,07-02-2022,S002,56.76176470588235,26.14,0.30176280081228457,Low Elasticity
2023-03-19,P0009,27,36.53,986.31,S005,3300,04-02-2022,S005,56.76176470588235,38.89,0.30176280081228457,Low Elasticity
2023-03-20,P0009,27,36.53,986.31,S005,3870,05-02-2022,S005,56.76176470588235,24.89,0.30176280081228457,Low Elasticity
2023-03-21,P0009,27,36.53,986.31,S005,2782,06-02-2022,S005,56.76176470588235,35.81,0.30176280081228457,Low Elasticity
2023-03-22,P0009,158,82.75,13074.5,S004,1868,09-02-2022,S004,56.76176470588235,32.35,0.30176280081228457,Low Elasticity
2023-03-23,P0009,175,20.74,3629.5,S001,4096,08-02-2022,S001,56.76176470588235,30.38,0.30176280081228457,Low Elasticity
2023-03-24,P0009,175,20.74,3629.5,S001,2440,07-02-2022,S001,56.76176470588235,27.04,0.30176280081228457,Low Elasticity
2023-03-25,P0009,175,20.74,3629.5,S001,1116,06-02-2022,S001,56.76176470588235,31.28,0.30176280081228457,Low Elasticity
2023-03-26,P0009,175,20.74,3629.5,S001,2686,05-02-2022,S001,56.76176470588235,38.88,0.30176280081228457,Low Elasticity
2023-03-27,P0009,175,20.74,3629.5,S001,1337,04-02-2022,S001,56.76176470588235,38.12,0.30176280081228457,Low Elasticity
2023-03-28,P0009,27,36.53,986.31,S005,2696,03-02-2022,S005,56.76176470588235,35.49,0.30176280081228457,Low Elasticity
2023-03-29,P0009,175,20.74,3629.5,S001,1202,03-02-2022,S001,56.76176470588235,36.25,0.30176280081228457,Low Elasticity
2023-03-30,P0009,100,96.96,9696.0,S002,2238,08-02-2022,S002,56.76176470588235,35.26,0.30176280081228457,Low Elasticity
2023-03-31,P0009,158,82.75,13074.5,S004,4645,01-02-2022,S004,56.76176470588235,23.4,0.30176280081228457,Low Elasticity
2023-04-01,P0009,5,98.03,490.15,S001,3193,10-02-2022,S001,56.76176470588235,26.96,0.30176280081228457,Low Elasticity
2023-04-02,P0009,5,98.03,490.15,S001,1823,09-02-2022,S001,56.76176470588235,27.12,0.30176280081228457,Low Elasticity
2023-04-03,P0009,5,98.03,490.15,S001,4096,08-02-2022,S001,56.76176470588235,30.38,0.30176280081228457,Low Elasticity
2023-04-04,P0009,5,98.03,490.15,S001,2440,07-02-2022,S001,56.76176470588235,27.04,0.30176280081228457,Low Elasticity
2023-04-05,P0009,5,98.03,490.15,S001,1116,06-02-2022,S001,56.76176470588235,31.28,0.30176280081228457,Low Elasticity
2023-04-06,P0009,5,98.03,490.15,S001,2686,05-02-2022,S001,56.76176470588235,38.88,0.30176280081228457,Low Elasticity
2023-04-07,P0009,5,98.03,490.15,S001,1337,04-02-2022,S001,56.76176470588235,38.12,0.30176280081228457,Low Elasticity
2023-04-08,P0009,100,96.96,9696.0,S002,2250,09-02-2022,S002,56.76176470588235,33.49,0.30176280081228457,Low Elasticity
2023-04-09,P0009,27,36.53,986.31,S005,1001,02-02-2022,S005,56.76176470588235,27.58,0.30176280081228457,Low Elasticity
2023-04-10,P0009,27,36.53,986.31,S005,3842,01-02-2022,S005,56.76176470588235,31.72,0.30176280081228457,Low Elasticity
2023-04-11,P0009,27,36.53,986.31,S005,2585,31-01-2022,S005,56.76176470588235,37.81,0.30176280081228457,Low Elasticity
2023-04-12,P0009,158,82.75,13074.5,S004,2495,02-02-2022,S004,56.76176470588235,28.83,0.30176280081228457,Low Elasticity
2023-04-13,P0009,158,82.75,13074.5,S004,3049,03-02-2022,S004,56.76176470588235,26.04,0.30176280081228457,Low Elasticity
2023-04-14,P0009,158,82.75,13074.5,S004,3205,04-02-2022,S004,56.76176470588235,26.51,0.30176280081228457,Low Elasticity
2023-04-15,P0009,158,82.75,13074.5,S004,2077,05-02-2022,S004,56.76176470588235,38.1,0.30176280081228457,Low Elasticity
2023-04-16,P0009,1,13.87,13.87,S003,1833,05-02-2022,S003,56.76176470588235,31.56,0.30176280081228457,Low Elasticity
2023-04-17,P0009,1,13.87,13.87,S003,4118,06-02-2022,S003,56.76176470588235,36.14,0.30176280081228457,Low Elasticity
2023-04-18,P0009,1,13.87,13.87,S003,3808,07-02-2022,S003,56.76176470588235,38.14,0.30176280081228457,Low Elasticity
2023-04-19,P0009,1,13.87,13.87,S003,3993,08-02-2022,S003,56.76176470588235,31.26,0.30176280081228457,Low Elasticity
2023-04-20,P0009,1,13.87,13.87,S003,2353,09-02-2022,S003,56.76176470588235,37.59,0.30176280081228457,Low Elasticity
2023-04-21,P0009,100,96.96,9696.0,S002,2215,31-01-2022,S002,56.76176470588235,32.79,0.30176280081228457,Low Elasticity
2023-04-22,P0009,183,49.71,9096.93,S001,1116,06-02-2022,S001,56.76176470588235,31.28,0.30176280081228457,Low Elasticity
2023-04-23,P0009,183,49.71,9096.93,S001,2440,07-02-2022,S001,56.76176470588235,27.04,0.30176280081228457,Low Elasticity
2023-04-24,P0009,183,49.71,9096.93,S001,4096,08-02-2022,S001,56.76176470588235,30.38,0.30176280081228457,Low Elasticity
2023-04-25,P0009,183,49.71,9096.93,S001,1823,09-02-2022,S001,56.76176470588235,27.12,0.30176280081228457,Low Elasticity
2023-04-26,P0009,183,49.71,9096.93,S001,3193,10-02-2022,S001,56.76176470588235,26.96,0.30176280081228457,Low Elasticity
2023-04-27,P0009,177,70.69,12512.13,S005,1389,09-02-2022,S005,56.76176470588235,26.9,0.30176280081228457,Low Elasticity
2023-04-28,P0009,183,49.71,9096.93,S001,4934,01-02-2022,S001,56.76176470588235,26.6,0.30176280081228457,Low Elasticity
2023-04-29,P0009,183,49.71,9096.93,S001,3278,02-02-2022,S001,56.76176470588235,22.79,0.30176280081228457,Low Elasticity
2023-04-30,P0009,158,82.75,13074.5,S004,2785,06-02-2022,S004,56.76176470588235,25.88,0.30176280081228457,Low Elasticity
2023-05-01,P0009,158,82.75,13074.5,S004,4440,07-02-2022,S004,56.76176470588235,28.53,0.30176280081228457,Low Elasticity
2023-05-02,P0009,158,82.75,13074.5,S004,2155,08-02-2022,S004,56.76176470588235,37.38,0.30176280081228457,Low Elasticity
2023-05-03,P0009,100,96.96,9696.0,S002,4956,06-02-2022,S002,56.76176470588235,23.33,0.30176280081228457,Low Elasticity
2023-05-04,P0009,100,96.96,9696.0,S002,3455,05-02-2022,S002,56.76176470588235,23.66,0.30176280081228457,Low Elasticity
2023-05-05,P0009,158,82.75,13074.5,S004,3363,31-01-2022,S004,56.76176470588235,23.97,0.30176280081228457,Low Elasticity
2023-05-06,P0009,1,13.87,13.87,S003,2663,03-02-2022,S003,56.76176470588235,29.08,0.30176280081228457,Low Elasticity
2023-05-07,P0009,183,49.71,9096.93,S001,1202,03-02-2022,S001,56.76176470588235,36.25,0.30176280081228457,Low Elasticity
2023-05-08,P0009,5,98.03,490.15,S001,1202,03-02-2022,S001,56.76176470588235,36.25,0.30176280081228457,Low Elasticity
2023-05-09,P0009,1,13.87,13.87,S003,4348,04-02-2022,S003,56.76176470588235,29.11,0.30176280081228457,Low Elasticity
2023-05-10,P0009,5,98.03,490.15,S001,4934,01-02-2022,S001,56.76176470588235,26.6,0.30176280081228457,Low Elasticity
2023-05-11,P0009,5,98.03,490.15,S001,2638,31-01-2022,S001,56.76176470588235,32.94,0.30176280081228457,Low Elasticity
2023-05-12,P0009,175,20.74,3629.5,S001,3278,02-02-2022,S001,56.76176470588235,22.79,0.30176280081228457,Low Elasticity
2023-05-13,P0009,175,20.74,3629.5,S001,4934,01-02-2022,S001,56.76176470588235,26.6,0.30176280081228457,Low Elasticity
2023-05-14,P0009,175,20.74,3629.5,S001,2638,31-01-2022,S001,56.76176470588235,32.94,0.30176280081228457,Low Elasticity
2023-05-15,P0009,183,49.71,9096.93,S001,2638,31-01-2022,S001,56.76176470588235,32.94,0.30176280081228457,Low Elasticity
2023-05-16,P0009,177,70.69,12512.13,S005,2243,08-02-2022,S005,56.76176470588235,24.4,0.30176280081228457,Low Elasticity
2023-05-17,P0009,177,70.69,12512.13,S005,1395,07-02-2022,S005,56.76176470588235,30.57,0.30176280081228457,Low Elasticity
2023-05-18,P0009,177,70.69,12512.13,S005,2782,06-02-2022,S005,56.76176470588235,35.81,0.30176280081228457,Low Elasticity
2023-05-19,P0009,177,70.69,12512.13,S005,3870,05-02-2022,S005,56.76176470588235,24.89,0.30176280081228457,Low Elasticity
2023-05-20,P0009,177,70.69,12512.13,S005,3300,04-02-2022,S005,56.76176470588235,38.89,0.30176280081228457,Low Elasticity
2023-05-21,P0009,177,70.69,12512.13,S005,2696,03-02-2022,S005,56.76176470588235,35.49,0.30176280081228457,Low Elasticity
2023-05-22,P0009,183,49.71,9096.93,S001,2686,05-02-2022,S001,56.76176470588235,38.88,0.30176280081228457,Low Elasticity
2023-05-23,P0009,183,49.71,9096.93,S001,1337,04-02-2022,S001,56.76176470588235,38.12,0.30176280081228457,Low Elasticity
2023-05-24,P0009,5,98.03,490.15,S001,3278,02-02-2022,S001,56.76176470588235,22.79,0.30176280081228457,Low Elasticity
2023-05-25,P0009,27,36.53,986.31,S005,1395,07-02-2022,S005,56.76176470588235,30.57,0.30176280081228457,Low Elasticity
2023-05-26,P0009,27,36.53,986.31,S005,2243,08-02-2022,S005,56.76176470588235,24.4,0.30176280081228457,Low Elasticity
2023-05-27,P0009,1,13.87,13.87,S003,1972,02-02-2022,S003,56.76176470588235,39.11,0.30176280081228457,Low Elasticity
2023-05-28,P0009,1,13.87,13.87,S003,1391,01-02-2022,S003,56.76176470588235,23.58,0.30176280081228457,Low Elasticity
2023-05-29,P0009,1,13.87,13.87,S003,1189,31-01-2022,S003,56.76176470588235,32.01,0.30176280081228457,Low Elasticity
2023-05-30,P0009,100,96.96,9696.0,S002,1639,04-02-2022,S002,56.76176470588235,28.68,0.30176280081228457,Low Elasticity
2023-05-31,P0009,175,20.74,3629.5,S001,3193,10-02-2022,S001,56.76176470588235,26.96,0.30176280081228457,Low Elasticity
2023-06-01,P0009,175,20.74,3629.5,S001,1823,09-02-2022,S001,56.76176470588235,27.12,0.30176280081228457,Low Elasticity
2023-06-02,P0009,27,36.53,986.31,S005,1389,09-02-2022,S005,56.76176470588235,26.9,0.30176280081228457,Low Elasticity
2023-06-03,P0009,100,96.96,9696.0,S002,3235,01-02-2022,S002,56.76176470588235,22.82,0.30176280081228457,Low Elasticity
2023-06-04,P0009,100,96.96,9696.0,S002,2051,02-02-2022,S002,56.76176470588235,37.89,0.30176280081228457,Low Elasticity
2023-06-05,P0009,100,96.96,9696.0,S002,4397,03-02-2022,S002,56.76176470588235,29.85,0.30176280081228457,Low Elasticity
2022-01-01,P0010,6,88.54,531.24,S003,3598,03-02-2022,S003,58.38823529411765,34.32,-0.09200628739688559,Low Elasticity
2022-01-02,P0010,143,23.73,3393.39,S004,3061,31-01-2022,S004,58.38823529411765,40.64,-0.09200628739688559,Low Elasticity
2022-01-03,P0010,206,92.01,18954.06,S004,4050,05-02-2022,S004,58.38823529411765,29.46,-0.09200628739688559,Low Elasticity
2022-01-04,P0010,85,94.98,8073.3,S001,4777,04-02-2022,S001,58.38823529411765,24.95,-0.09200628739688559,Low Elasticity
2022-01-05,P0010,85,94.98,8073.3,S001,2853,06-02-2022,S001,58.38823529411765,35.45,-0.09200628739688559,Low Elasticity
2022-01-06,P0010,85,94.98,8073.3,S001,4009,05-02-2022,S001,58.38823529411765,36.07,-0.09200628739688559,Low Elasticity
2022-01-07,P0010,143,23.73,3393.39,S004,2751,01-02-2022,S004,58.38823529411765,33.71,-0.09200628739688559,Low Elasticity
2022-01-08,P0010,85,94.98,8073.3,S001,4255,03-02-2022,S001,58.38823529411765,28.1,-0.09200628739688559,Low Elasticity
2022-01-09,P0010,206,92.01,18954.06,S004,4766,07-02-2022,S004,58.38823529411765,37.74,-0.09200628739688559,Low Elasticity
2022-01-10,P0010,206,92.01,18954.06,S004,2827,08-02-2022,S004,58.38823529411765,39.93,-0.09200628739688559,Low Elasticity
2022-01-11,P0010,206,92.01,18954.06,S004,1040,09-02-2022,S004,58.38823529411765,31.69,-0.09200628739688559,Low Elasticity
2022-01-12,P0010,206,92.01,18954.06,S004,3569,06-02-2022,S004,58.38823529411765,28.35,-0.09200628739688559,Low Elasticity
2022-01-13,P0010,143,23.73,3393.39,S004,4304,02-02-2022,S004,58.38823529411765,28.5,-0.09200628739688559,Low Elasticity
2022-01-14,P0010,85,94.98,8073.3,S001,2191,07-02-2022,S001,58.38823529411765,35.29,-0.09200628739688559,Low Elasticity
2022-01-15,P0010,143,23.73,3393.39,S004,3524,04-02-2022,S004,58.38823529411765,40.23,-0.09200628739688559,Low Elasticity
2022-01-16,P0010,6,88.54,531.24,S003,2768,02-02-2022,S003,58.38823529411765,38.3,-0.09200628739688559,Low Elasticity
2022-01-17,P0010,85,94.98,8073.3,S001,1223,10-02-2022,S001,58.38823529411765,31.93,-0.09200628739688559,Low Elasticity
2022-01-18,P0010,85,94.98,8073.3,S001,1928,09-02-2022,S001,58.38823529411765,30.01,-0.09200628739688559,Low Elasticity
2022-01-19,P0010,85,94.98,8073.3,S001,3995,08-02-2022,S001,58.38823529411765,25.34,-0.09200628739688559,Low Elasticity
2022-01-20,P0010,143,23.73,3393.39,S004,1040,09-02-2022,S004,58.38823529411765,31.69,-0.09200628739688559,Low Elasticity
2022-01-21,P0010,6,88.54,531.24,S003,2698,01-02-2022,S003,58.38823529411765,28.24,-0.09200628739688559,Low Elasticity
2022-01-22,P0010,6,88.54,531.24,S003,4005,31-01-2022,S003,58.38823529411765,26.59,-0.09200628739688559,Low Elasticity
2022-01-23,P0010,206,92.01,18954.06,S004,3061,31-01-2022,S004,58.38823529411765,40.64,-0.09200628739688559,Low Elasticity
2022-01-24,P0010,6,88.54,531.24,S003,2823,05-02-2022,S003,58.38823529411765,36.88,-0.09200628739688559,Low Elasticity
2022-01-25,P0010,6,88.54,531.24,S003,2008,06-02-2022,S003,58.38823529411765,32.09,-0.09200628739688559,Low Elasticity
2022-01-26,P0010,206,92.01,18954.06,S004,2751,01-02-2022,S004,58.38823529411765,33.71,-0.09200628739688559,Low Elasticity
2022-01-27,P0010,206,92.01,18954.06,S004,4304,02-02-2022,S004,58.38823529411765,28.5,-0.09200628739688559,Low Elasticity
2022-01-28,P0010,6,88.54,531.24,S003,3783,09-02-2022,S003,58.38823529411765,33.82,-0.09200628739688559,Low Elasticity
2022-01-29,P0010,6,88.54,531.24,S003,3842,08-02-2022,S003,58.38823529411765,33.78,-0.09200628739688559,Low Elasticity
2022-01-30,P0010,6,88.54,531.24,S003,1675,07-02-2022,S003,58.38823529411765,34.29,-0.09200628739688559,Low Elasticity
2022-01-31,P0010,143,23.73,3393.39,S004,2827,08-02-2022,S004,58.38823529411765,39.93,-0.09200628739688559,Low Elasticity
2022-02-01,P0010,143,23.73,3393.39,S004,4766,07-02-2022,S004,58.38823529411765,37.74,-0.09200628739688559,Low Elasticity
2022-02-02,P0010,143,23.73,3393.39,S004,3569,06-02-2022,S004,58.38823529411765,28.35,-0.09200628739688559,Low Elasticity
2022-02-03,P0010,206,92.01,18954.06,S004,3944,03-02-2022,S004,58.38823529411765,24.57,-0.09200628739688559,Low Elasticity
2022-02-04,P0010,206,92.01,18954.06,S004,3524,04-02-2022,S004,58.38823529411765,40.23,-0.09200628739688559,Low Elasticity
2022-02-05,P0010,143,23.73,3393.39,S004,4050,05-02-2022,S004,58.38823529411765,29.46,-0.09200628739688559,Low Elasticity
2022-02-06,P0010,6,88.54,531.24,S003,1797,04-02-2022,S003,58.38823529411765,24.82,-0.09200628739688559,Low Elasticity
2022-02-07,P0010,143,23.73,3393.39,S004,3944,03-02-2022,S004,58.38823529411765,24.57,-0.09200628739688559,Low Elasticity
2022-02-08,P0010,374,27.84,10412.16,S002,1379,01-02-2022,S002,58.38823529411765,32.3,-0.09200628739688559,Low Elasticity
2022-02-09,P0010,40,69.78,2791.2,S001,1928,09-02-2022,S001,58.38823529411765,30.01,-0.09200628739688559,Low Elasticity
2022-02-10,P0010,64,53.15,3401.6,S005,2617,09-02-2022,S005,58.38823529411765,37.7,-0.09200628739688559,Low Elasticity
2022-02-11,P0010,85,94.98,8073.3,S001,3796,02-02-2022,S001,58.38823529411765,26.17,-0.09200628739688559,Low Elasticity
2022-02-12,P0010,85,94.98,8073.3,S001,1815,01-02-2022,S001,58.38823529411765,24.7,-0.09200628739688559,Low Elasticity
2022-02-13,P0010,85,94.98,8073.3,S001,3169,31-01-2022,S001,58.38823529411765,35.76,-0.09200628739688559,Low Elasticity
2022-02-14,P0010,172,84.66,14561.52,S005,2617,09-02-2022,S005,58.38823529411765,37.7,-0.09200628739688559,Low Elasticity
2022-02-15,P0010,342,43.1,14740.2,S005,2617,09-02-2022,S005,58.38823529411765,37.7,-0.09200628739688559,Low Elasticity
2022-02-16,P0010,342,43.1,14740.2,S005,4709,08-02-2022,S005,58.38823529411765,27.61,-0.09200628739688559,Low Elasticity
2022-02-17,P0010,342,43.1,14740.2,S005,3492,07-02-2022,S005,58.38823529411765,39.95,-0.09200628739688559,Low Elasticity
2022-02-18,P0010,342,43.1,14740.2,S005,3305,06-02-2022,S005,58.38823529411765,26.63,-0.09200628739688559,Low Elasticity
2022-02-19,P0010,342,43.1,14740.2,S005,3983,05-02-2022,S005,58.38823529411765,26.02,-0.09200628739688559,Low Elasticity
2022-02-20,P0010,342,43.1,14740.2,S005,1980,04-02-2022,S005,58.38823529411765,38.95,-0.09200628739688559,Low Elasticity
2022-02-21,P0010,342,43.1,14740.2,S005,4991,03-02-2022,S005,58.38823529411765,37.49,-0.09200628739688559,Low Elasticity
2022-02-22,P0010,342,43.1,14740.2,S005,1641,02-02-2022,S005,58.38823529411765,33.7,-0.09200628739688559,Low Elasticity
2022-02-23,P0010,342,43.1,14740.2,S005,1392,01-02-2022,S005,58.38823529411765,27.59,-0.09200628739688559,Low Elasticity
2022-02-24,P0010,342,43.1,14740.2,S005,4943,31-01-2022,S005,58.38823529411765,31.63,-0.09200628739688559,Low Elasticity
2022-02-25,P0010,40,85.57,3422.8,S003,4005,31-01-2022,S003,58.38823529411765,26.59,-0.09200628739688559,Low Elasticity
2022-02-26,P0010,40,85.57,3422.8,S003,2698,01-02-2022,S003,58.38823529411765,28.24,-0.09200628739688559,Low Elasticity
2022-02-27,P0010,142,51.34,7290.28,S002,1524,05-02-2022,S002,58.38823529411765,38.5,-0.09200628739688559,Low Elasticity
2022-02-28,P0010,142,51.34,7290.28,S002,4104,04-02-2022,S002,58.38823529411765,25.41,-0.09200628739688559,Low Elasticity
2022-03-01,P0010,142,51.34,7290.28,S002,3511,03-02-2022,S002,58.38823529411765,27.69,-0.09200628739688559,Low Elasticity
2022-03-02,P0010,142,51.34,7290.28,S002,2643,02-02-2022,S002,58.38823529411765,34.41,-0.09200628739688559,Low Elasticity
2022-03-03,P0010,142,51.34,7290.28,S002,1379,01-02-2022,S002,58.38823529411765,32.3,-0.09200628739688559,Low Elasticity
2022-03-04,P0010,142,51.34,7290.28,S002,1955,31-01-2022,S002,58.38823529411765,24.17,-0.09200628739688559,Low Elasticity
2022-03-05,P0010,64,53.15,3401.6,S005,4709,08-02-2022,S005,58.38823529411765,27.61,-0.09200628739688559,Low Elasticity
2022-03-06,P0010,40,85.57,3422.8,S003,3783,09-02-2022,S003,58.38823529411765,33.82,-0.09200628739688559,Low Elasticity
2022-03-07,P0010,40,85.57,3422.8,S003,1675,07-02-2022,S003,58.38823529411765,34.29,-0.09200628739688559,Low Elasticity
2022-03-08,P0010,40,85.57,3422.8,S003,2008,06-02-2022,S003,58.38823529411765,32.09,-0.09200628739688559,Low Elasticity
2022-03-09,P0010,40,85.57,3422.8,S003,2823,05-02-2022,S003,58.38823529411765,36.88,-0.09200628739688559,Low Elasticity
2022-03-10,P0010,40,85.57,3422.8,S003,1797,04-02-2022,S003,58.38823529411765,24.82,-0.09200628739688559,Low Elasticity
2022-03-11,P0010,40,85.57,3422.8,S003,3598,03-02-2022,S003,58.38823529411765,34.32,-0.09200628739688559,Low Elasticity
2022-03-12,P0010,40,85.57,3422.8,S003,2768,02-02-2022,S003,58.38823529411765,38.3,-0.09200628739688559,Low Elasticity
2022-03-13,P0010,40,85.57,3422.8,S003,3842,08-02-2022,S003,58.38823529411765,33.78,-0.09200628739688559,Low Elasticity
2022-03-14,P0010,40,69.78,2791.2,S001,1223,10-02-2022,S001,58.38823529411765,31.93,-0.09200628739688559,Low Elasticity
2022-03-15,P0010,64,53.15,3401.6,S005,3492,07-02-2022,S005,58.38823529411765,39.95,-0.09200628739688559,Low Elasticity
2022-03-16,P0010,64,53.15,3401.6,S005,3983,05-02-2022,S005,58.38823529411765,26.02,-0.09200628739688559,Low Elasticity
2022-03-17,P0010,40,69.78,2791.2,S001,3995,08-02-2022,S001,58.38823529411765,25.34,-0.09200628739688559,Low Elasticity
2022-03-18,P0010,40,69.78,2791.2,S001,2191,07-02-2022,S001,58.38823529411765,35.29,-0.09200628739688559,Low Elasticity
2022-03-19,P0010,40,69.78,2791.2,S001,2853,06-02-2022,S001,58.38823529411765,35.45,-0.09200628739688559,Low Elasticity
2022-03-20,P0010,40,69.78,2791.2,S001,4009,05-02-2022,S001,58.38823529411765,36.07,-0.09200628739688559,Low Elasticity
2022-03-21,P0010,40,69.78,2791.2,S001,4777,04-02-2022,S001,58.38823529411765,24.95,-0.09200628739688559,Low Elasticity
2022-03-22,P0010,40,69.78,2791.2,S001,4255,03-02-2022,S001,58.38823529411765,28.1,-0.09200628739688559,Low Elasticity
2022-03-23,P0010,40,69.78,2791.2,S001,3796,02-02-2022,S001,58.38823529411765,26.17,-0.09200628739688559,Low Elasticity
2022-03-24,P0010,40,69.78,2791.2,S001,1815,01-02-2022,S001,58.38823529411765,24.7,-0.09200628739688559,Low Elasticity
2022-03-25,P0010,40,69.78,2791.2,S001,3169,31-01-2022,S001,58.38823529411765,35.76,-0.09200628739688559,Low Elasticity
2022-03-26,P0010,374,27.84,10412.16,S002,1955,31-01-2022,S002,58.38823529411765,24.17,-0.09200628739688559,Low Elasticity
2022-03-27,P0010,39,11.44,446.16,S001,1223,10-02-2022,S001,58.38823529411765,31.93,-0.09200628739688559,Low Elasticity
2022-03-28,P0010,374,27.84,10412.16,S002,2643,02-02-2022,S002,58.38823529411765,34.41,-0.09200628739688559,Low Elasticity
2022-03-29,P0010,374,27.84,10412.16,S002,3511,03-02-2022,S002,58.38823529411765,27.69,-0.09200628739688559,Low Elasticity
2022-03-30,P0010,374,27.84,10412.16,S002,4104,04-02-2022,S002,58.38823529411765,25.41,-0.09200628739688559,Low Elasticity
2022-03-31,P0010,374,27.84,10412.16,S002,1524,05-02-2022,S002,58.38823529411765,38.5,-0.09200628739688559,Low Elasticity
2022-04-01,P0010,374,27.84,10412.16,S002,1896,06-02-2022,S002,58.38823529411765,27.78,-0.09200628739688559,Low Elasticity
2022-04-02,P0010,374,27.84,10412.16,S002,4017,07-02-2022,S002,58.38823529411765,26.22,-0.09200628739688559,Low Elasticity
2022-04-03,P0010,64,53.15,3401.6,S005,1980,04-02-2022,S005,58.38823529411765,38.95,-0.09200628739688559,Low Elasticity
2022-04-04,P0010,64,53.15,3401.6,S005,4991,03-02-2022,S005,58.38823529411765,37.49,-0.09200628739688559,Low Elasticity
2022-04-05,P0010,64,53.15,3401.6,S005,1641,02-02-2022,S005,58.38823529411765,33.7,-0.09200628739688559,Low Elasticity
2022-04-06,P0010,64,53.15,3401.6,S005,1392,01-02-2022,S005,58.38823529411765,27.59,-0.09200628739688559,Low Elasticity
